event_timestamp,user_id,ad_campaign_id,conversion_type
2024-04-24T16:20:15,814-662-8200,ad-453858,view_content
2024-04-26T11:35:08,675-367-8395,ad-397837,view_ad
2024-01-21T11:06:36,064-765-9465,ad-664662,view_content
2024-03-30T04:32:51,981-243-2310,ad-146235,view_ad
2024-03-08T21:57:34,720-973-9130,ad-739591,view_content
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-04-24T16:20:15,814-662-8200,ad-453858,view_content
2024-03-08T13:03:59,712-179-4635,ad-696116,click_ad
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-03-30T13:55:36,600-728-2247,ad-450434,view_content
2024-01-18T15:03:04,165-320-4254,ad-216420,click_ad
2024-02-26T07:42:55,359-010-7957,ad-570921,click_ad
2024-03-12T02:31:24,940-035-9437,ad-960554,view_content
2024-03-12T20:25:45,815-240-8147,ad-633085,sign_up
2024-02-24T21:33:53,580-454-9170,ad-565021,view_content
2024-04-22T07:14:52,018-598-3086,ad-873067,click_ad
2024-02-11T07:54:23,680-562-7441,ad-311907,view_ad
2024-03-30T13:55:36,600-728-2247,ad-450434,view_content
2024-02-03T11:08:43,180-062-9799,ad-578894,sign_up
2024-03-30T04:32:51,981-243-2310,ad-146235,view_ad
2024-03-18T11:02:55,022-901-0825,ad-476450,click_ad
2024-03-31T21:09:30,087-199-5861,ad-854501,view_content
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-01-25T23:14:53,738-009-6587,ad-040804,click_ad
2024-01-08T07:09:29,234-939-4898,ad-030034,view_content
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-01-05T04:23:20,398-445-1944,ad-323289,view_ad
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-04-24T04:47:05,947-745-4125,ad-443327,sign_up
2024-03-06T09:31:25,375-305-0298,ad-346440,view_content
2024-02-09T17:32:32,573-416-0331,ad-192193,view_content
2024-04-29T22:37:38,591-380-4041,ad-469180,click_ad
2024-03-12T20:25:45,815-240-8147,ad-633085,sign_up
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-01-25T17:45:07,090-976-5691,ad-779119,click_ad
2024-02-07T13:33:01,713-428-0758,ad-644770,view_content
2024-01-02T08:00:02,102-907-0804,ad-130564,view_ad
2024-01-24T09:10:12,071-261-4348,ad-399063,sign_up
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-04-04T06:45:32,575-244-4991,ad-201431,view_ad
2024-04-09T16:11:30,829-954-8363,ad-789021,view_ad
2024-04-29T20:45:43,398-075-3263,ad-929961,view_ad
2024-02-04T09:03:05,566-433-4482,ad-880202,click_ad
2024-02-20T09:59:15,932-084-2498,ad-061456,click_ad
2024-04-15T06:59:20,237-014-9487,ad-993494,click_ad
2024-02-25T16:42:04,314-784-9493,ad-374154,view_content
2024-01-05T08:38:59,468-911-3821,ad-713922,view_ad
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-03-01T16:44:58,308-335-7300,ad-321982,sign_up
2024-02-19T18:17:43,573-416-0331,ad-811503,click_ad
2024-02-11T08:42:36,215-380-5634,ad-783163,click_ad
2024-05-04T06:31:22,603-247-2715,ad-306018,click_ad
2024-01-13T20:25:11,930-051-5057,ad-884654,click_ad
2024-05-06T01:58:38,178-865-5649,ad-855605,sign_up
2024-03-21T20:23:52,676-430-6495,ad-353403,view_content
2024-01-09T18:37:12,175-427-3352,ad-391684,click_ad
2024-04-20T10:45:46,771-547-6118,ad-278910,view_content
2024-05-09T17:19:40,160-098-3232,ad-790774,click_ad
2024-01-05T04:23:20,398-445-1944,ad-323289,view_ad
2024-02-15T22:03:17,345-188-8014,ad-380600,view_content
2024-03-04T09:26:03,546-430-4728,ad-040920,click_ad
2024-01-10T04:27:03,736-167-2793,ad-654589,sign_up
2024-02-13T18:34:02,375-529-4886,ad-716126,click_ad
2024-04-22T05:40:18,940-428-4028,ad-878606,view_ad
2024-01-06T21:11:33,262-130-0297,ad-787791,view_content
2024-01-26T13:17:34,062-283-7438,ad-099271,view_content
2024-04-30T19:25:00,020-667-2969,ad-984759,view_ad
2024-05-04T13:30:05,398-075-3263,ad-388107,view_ad
2024-02-25T23:04:39,886-928-4461,ad-675246,click_ad
2024-03-20T06:11:40,189-031-4409,ad-529628,sign_up
2024-02-20T09:59:15,932-084-2498,ad-061456,click_ad
2024-04-15T17:25:09,195-054-5107,ad-709215,view_ad
2024-01-17T04:55:11,539-296-6961,ad-486244,view_content
2024-01-22T07:43:07,747-690-9421,ad-390547,click_ad
2024-03-15T20:19:56,320-726-7774,ad-502840,click_ad
2024-05-06T07:09:16,489-495-2961,ad-722638,sign_up
2024-04-26T11:35:08,675-367-8395,ad-397837,view_ad
2024-01-14T19:32:40,145-038-8036,ad-535288,click_ad
2024-01-26T13:17:34,062-283-7438,ad-099271,view_content
2024-01-24T04:35:49,077-502-1061,ad-172685,view_ad
2024-01-20T01:06:17,742-735-0574,ad-096224,view_content
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-02-17T21:47:51,591-380-4041,ad-272035,click_ad
2024-01-17T04:55:11,539-296-6961,ad-486244,view_content
2024-02-03T20:23:03,898-569-8092,ad-342248,view_ad
2024-04-01T16:44:33,062-283-7438,ad-491460,sign_up
2024-02-18T21:01:23,877-674-4719,ad-688416,view_content
2024-03-12T02:52:43,014-207-5086,ad-894551,sign_up
2024-01-04T08:02:16,961-932-2658,ad-950767,view_content
2024-04-22T06:54:23,573-416-0331,ad-378351,click_ad
2024-04-14T02:48:17,566-433-4482,ad-794609,sign_up
2024-03-06T11:10:59,438-292-3374,ad-368075,sign_up
2024-01-07T00:28:13,698-386-9463,ad-680849,sign_up
2024-02-14T17:11:58,416-638-2257,ad-807047,view_ad
2024-03-29T07:03:15,507-366-2408,ad-239492,view_content
2024-04-17T21:16:34,511-941-4974,ad-687222,view_content
2024-02-20T09:59:15,932-084-2498,ad-061456,click_ad
2024-03-06T09:31:25,375-305-0298,ad-346440,view_content
2024-02-07T13:33:01,713-428-0758,ad-644770,view_content
2024-04-04T02:36:09,096-073-6143,ad-463176,view_content
2024-03-08T13:03:59,712-179-4635,ad-696116,click_ad
2024-02-10T21:51:05,790-447-1007,ad-970750,view_ad
2024-02-22T20:57:40,192-598-2318,ad-257544,view_content
2024-04-05T16:50:12,702-343-5404,ad-549101,click_ad
2024-01-15T20:07:35,933-108-8369,ad-188229,view_content
2024-03-18T16:35:48,984-338-8637,ad-643748,sign_up
2024-03-17T12:37:41,714-476-9803,ad-742175,sign_up
2024-01-29T03:53:28,081-724-0529,ad-987348,click_ad
2024-01-15T20:07:35,933-108-8369,ad-188229,view_content
2024-03-06T09:31:25,375-305-0298,ad-346440,view_content
2024-03-30T20:27:54,438-292-3374,ad-691561,click_ad
2024-02-20T13:38:16,218-540-1415,ad-074930,sign_up
2024-01-30T16:44:38,166-905-3779,ad-201418,view_ad
2024-02-03T11:08:43,180-062-9799,ad-578894,sign_up
2024-03-06T10:37:10,308-335-7300,ad-213752,sign_up
2024-02-16T22:40:06,202-897-0446,ad-185898,click_ad
2024-02-08T08:32:24,069-694-0903,ad-335184,sign_up
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-01-03T21:35:28,476-197-8754,ad-622623,view_ad
2024-03-24T10:27:35,202-897-0446,ad-032350,sign_up
2024-03-09T14:30:14,580-454-9170,ad-387346,click_ad
2024-04-20T03:37:51,526-137-1056,ad-992050,view_ad
2024-02-07T13:33:01,713-428-0758,ad-644770,view_content
2024-03-05T07:12:33,958-244-0653,ad-567319,view_content
2024-03-28T21:00:27,203-278-7177,ad-344625,view_content
2024-02-08T04:14:28,184-625-5697,ad-463540,view_content
2024-01-05T16:04:57,956-959-9600,ad-290830,view_ad
2024-02-05T10:07:16,257-264-8245,ad-238996,sign_up
2024-02-03T20:23:03,898-569-8092,ad-342248,view_ad
2024-01-26T16:55:34,200-237-2632,ad-692379,sign_up
2024-01-13T05:21:44,081-262-6221,ad-185567,view_content
2024-02-19T03:26:59,102-907-0804,ad-118042,view_content
2024-05-02T05:34:27,901-711-9356,ad-792126,sign_up
2024-03-21T12:24:58,559-711-8239,ad-020240,view_content
2024-01-27T11:23:39,203-278-7177,ad-633017,view_ad
2024-04-05T18:12:36,395-216-8723,ad-277471,view_content
2024-02-24T08:31:24,225-969-4211,ad-407154,sign_up
2024-03-30T17:22:13,733-016-8730,ad-383754,click_ad
2024-01-18T22:59:50,634-258-5873,ad-485220,view_ad
2024-02-20T13:38:16,218-540-1415,ad-074930,sign_up
2024-04-15T06:59:20,237-014-9487,ad-993494,click_ad
2024-03-31T04:17:47,079-839-8348,ad-208545,view_content
2024-02-27T23:59:45,022-901-0825,ad-693253,click_ad
2024-03-06T17:13:02,100-085-0332,ad-364870,sign_up
2024-03-30T13:55:36,600-728-2247,ad-450434,view_content
2024-01-18T15:03:04,165-320-4254,ad-216420,click_ad
2024-02-14T12:15:11,634-258-5873,ad-299203,sign_up
2024-01-15T23:38:03,624-579-2886,ad-720648,click_ad
2024-04-04T02:36:09,096-073-6143,ad-463176,view_content
2024-03-30T13:15:43,237-021-4044,ad-023906,click_ad
2024-03-13T09:58:50,076-175-4838,ad-162799,click_ad
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-03-08T13:03:59,712-179-4635,ad-696116,click_ad
2024-01-20T09:23:18,322-995-4157,ad-512460,sign_up
2024-03-31T09:26:13,564-267-9714,ad-296133,sign_up
2024-01-14T05:53:34,029-168-2236,ad-274861,click_ad
2024-04-09T11:57:04,813-419-7795,ad-859796,view_ad
2024-05-06T02:46:08,929-092-9188,ad-393817,view_content
2024-01-26T16:55:34,200-237-2632,ad-692379,sign_up
2024-03-26T20:23:05,452-146-6535,ad-587600,view_ad
2024-02-17T21:47:51,591-380-4041,ad-272035,click_ad
2024-02-15T01:15:36,292-602-0559,ad-076674,click_ad
2024-03-11T06:32:24,473-277-1058,ad-173429,click_ad
2024-01-11T17:15:07,076-175-4838,ad-546317,click_ad
2024-03-30T22:42:46,949-659-8312,ad-554780,sign_up
2024-02-13T03:35:15,660-959-5685,ad-791158,view_content
2024-03-18T05:23:35,282-401-5236,ad-259164,click_ad
2024-01-07T14:36:31,624-579-2886,ad-265529,click_ad
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-02-29T21:01:58,091-480-7100,ad-121010,click_ad
2024-01-04T12:35:17,776-270-7206,ad-802476,view_content
2024-04-30T07:28:59,212-719-3414,ad-292639,view_content
2024-04-21T09:35:58,680-008-8406,ad-572164,click_ad
2024-01-21T02:25:30,940-035-9437,ad-340954,view_content
2024-04-25T16:45:31,257-264-8245,ad-411430,sign_up
2024-05-02T05:34:27,901-711-9356,ad-792126,sign_up
2024-05-02T05:34:27,901-711-9356,ad-792126,sign_up
2024-04-03T21:06:32,397-612-3860,ad-702938,sign_up
2024-02-15T22:03:17,345-188-8014,ad-380600,view_content
2024-04-18T21:37:46,264-244-5938,ad-134906,click_ad
2024-03-23T12:32:10,439-939-8420,ad-504317,sign_up
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-03-01T23:31:51,200-943-5079,ad-446080,click_ad
2024-03-18T00:41:07,385-704-0928,ad-374424,view_content
2024-04-01T17:52:23,292-602-0559,ad-691523,sign_up
2024-05-07T21:13:36,424-250-4167,ad-999272,view_content
2024-04-25T12:31:47,518-532-1105,ad-030682,click_ad
2024-02-21T19:35:19,895-855-2681,ad-888354,click_ad
2024-01-02T12:59:43,485-318-9756,ad-729179,view_ad
2024-01-06T14:07:51,706-566-2262,ad-370646,click_ad
2024-01-25T23:14:53,738-009-6587,ad-040804,click_ad
2024-05-03T22:40:33,884-074-1365,ad-623704,click_ad
2024-01-04T08:02:16,961-932-2658,ad-950767,view_content
2024-02-07T12:40:16,992-003-4027,ad-631346,sign_up
2024-03-10T20:49:24,090-465-4618,ad-947638,click_ad
2024-02-08T22:11:30,636-785-7365,ad-471213,sign_up
2024-03-29T15:54:41,034-032-1986,ad-486825,sign_up
2024-02-26T07:42:55,359-010-7957,ad-570921,click_ad
2024-04-03T14:53:15,438-292-3374,ad-221717,sign_up
2024-01-06T14:07:51,706-566-2262,ad-370646,click_ad
2024-05-04T13:30:05,398-075-3263,ad-388107,view_ad
2024-04-11T20:17:19,673-788-1394,ad-548102,view_ad
2024-04-10T04:35:01,250-219-2536,ad-049125,sign_up
2024-01-22T13:26:50,733-016-8730,ad-666839,sign_up
2024-05-02T05:34:27,901-711-9356,ad-792126,sign_up
2024-01-14T21:42:02,933-108-8369,ad-630242,sign_up
2024-01-29T20:22:59,795-391-8522,ad-870371,sign_up
2024-04-03T21:06:32,397-612-3860,ad-702938,sign_up
2024-03-23T14:16:50,242-646-4849,ad-283227,view_content
2024-05-05T07:24:47,338-715-9284,ad-625089,click_ad
2024-01-02T04:59:39,747-690-9421,ad-400187,click_ad
2024-03-29T22:09:00,550-833-0645,ad-338003,click_ad
2024-01-15T04:46:16,202-897-0446,ad-211272,click_ad
2024-03-29T00:18:51,480-213-6797,ad-053640,view_content
2024-02-11T00:20:51,560-801-4710,ad-949053,view_ad
2024-05-08T12:53:52,522-939-8618,ad-393335,click_ad
2024-05-01T11:42:49,090-465-4618,ad-875272,view_content
2024-03-23T04:41:57,940-428-4028,ad-197859,view_ad
2024-02-17T05:08:19,870-781-5674,ad-341466,sign_up
2024-05-03T16:00:42,346-576-8111,ad-437220,view_content
2024-02-03T07:06:45,625-759-1068,ad-473405,view_ad
2024-02-01T06:09:24,992-464-9940,ad-951212,view_ad
2024-04-03T23:30:57,912-550-5370,ad-958592,view_content
2024-05-02T05:34:27,901-711-9356,ad-792126,sign_up
2024-04-22T00:06:24,594-344-5560,ad-084385,view_content
2024-01-27T11:23:39,203-278-7177,ad-633017,view_ad
2024-01-09T17:28:36,328-082-6065,ad-906071,view_ad
2024-02-20T13:38:16,218-540-1415,ad-074930,sign_up
2024-03-02T14:38:21,747-448-6014,ad-612058,click_ad
2024-05-07T05:46:58,026-229-2423,ad-444730,view_ad
2024-03-23T04:41:57,940-428-4028,ad-197859,view_ad
2024-03-16T11:51:02,685-459-5232,ad-931686,view_content
2024-04-07T09:23:14,406-402-2926,ad-841250,click_ad
2024-04-27T11:50:57,832-805-0288,ad-184611,click_ad
2024-02-05T12:48:28,898-569-8092,ad-736058,view_ad
2024-03-18T00:41:07,385-704-0928,ad-374424,view_content
2024-01-15T07:08:28,384-243-6979,ad-860696,click_ad
2024-05-07T17:59:41,640-573-0772,ad-898474,view_ad
2024-03-26T01:19:25,602-064-5364,ad-727222,view_content
2024-03-01T16:44:58,308-335-7300,ad-321982,sign_up
2024-04-09T09:22:24,628-180-8175,ad-671904,sign_up
2024-04-24T16:39:05,314-784-9493,ad-672879,click_ad
2024-03-07T23:04:00,715-692-6415,ad-731905,click_ad
2024-02-22T18:47:06,636-601-6061,ad-060237,click_ad
2024-04-09T15:08:33,700-530-9874,ad-211062,click_ad
2024-04-09T13:43:07,102-907-0804,ad-680383,view_content
2024-01-01T16:09:54,483-200-6543,ad-850490,view_content
2024-03-29T07:03:15,507-366-2408,ad-239492,view_content
2024-04-26T22:29:34,144-990-1218,ad-403305,view_ad
2024-02-06T06:42:13,856-476-1274,ad-022514,click_ad
2024-02-17T16:45:57,573-416-0331,ad-252576,view_ad
2024-03-26T05:27:19,461-890-5677,ad-149243,view_ad
2024-03-01T03:36:11,041-329-0302,ad-987689,view_content
2024-04-21T01:51:32,378-766-2943,ad-132033,view_content
2024-04-03T11:14:47,914-263-6381,ad-741311,view_ad
2024-01-05T00:07:58,877-674-4719,ad-505828,view_ad
2024-01-13T05:21:44,081-262-6221,ad-185567,view_content
2024-01-04T16:51:41,711-835-9096,ad-927009,view_content
2024-01-19T22:17:17,760-832-2664,ad-445068,click_ad
2024-03-19T13:03:36,037-294-3179,ad-438714,view_ad
2024-01-29T03:53:28,081-724-0529,ad-987348,click_ad
2024-03-20T05:01:11,993-719-7266,ad-808761,view_content
2024-04-03T18:58:55,254-909-4376,ad-926412,view_content
2024-01-03T19:00:39,227-377-3100,ad-791610,sign_up
2024-04-20T03:37:51,526-137-1056,ad-992050,view_ad
2024-03-16T11:32:38,018-598-3086,ad-442146,view_content
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-04-06T20:15:51,705-781-7152,ad-951610,sign_up
2024-03-12T03:10:55,960-252-8288,ad-098009,view_content
2024-02-07T21:09:43,560-801-4710,ad-880361,sign_up
2024-01-20T02:48:36,862-874-4303,ad-729432,view_content
2024-02-05T12:48:28,898-569-8092,ad-736058,view_ad
2024-03-31T09:26:13,564-267-9714,ad-296133,sign_up
2024-01-15T07:08:28,384-243-6979,ad-860696,click_ad
2024-01-21T14:02:19,416-638-2257,ad-935815,view_ad
2024-04-30T19:25:00,020-667-2969,ad-984759,view_ad
2024-01-23T19:51:18,560-212-9383,ad-766844,view_content
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-04-03T18:58:55,254-909-4376,ad-926412,view_content
2024-04-11T19:40:03,978-632-4724,ad-308265,click_ad
2024-01-04T17:07:39,432-206-1012,ad-533984,click_ad
2024-02-03T14:41:04,423-270-7699,ad-980849,view_content
2024-02-24T08:31:24,225-969-4211,ad-407154,sign_up
2024-02-29T03:28:22,706-986-2846,ad-994130,sign_up
2024-01-01T23:54:07,415-834-6859,ad-670978,view_content
2024-04-19T13:44:24,012-280-2253,ad-352642,view_ad
2024-03-18T16:04:09,202-897-0446,ad-410674,sign_up
2024-02-19T12:51:39,602-064-5364,ad-050713,click_ad
2024-01-17T04:55:11,539-296-6961,ad-486244,view_content
2024-05-03T06:24:25,636-785-7365,ad-909388,view_ad
2024-04-09T19:04:53,375-529-4886,ad-408710,view_ad
2024-01-15T18:28:54,403-038-4497,ad-073786,click_ad
2024-02-27T13:48:31,458-975-3481,ad-216691,click_ad
2024-02-27T13:48:31,458-975-3481,ad-216691,click_ad
2024-04-07T09:23:14,406-402-2926,ad-841250,click_ad
2024-03-27T09:10:23,320-673-2141,ad-533292,view_ad
2024-05-02T13:31:43,640-128-1406,ad-395735,sign_up
2024-03-04T09:26:03,546-430-4728,ad-040920,click_ad
2024-04-27T11:50:57,832-805-0288,ad-184611,click_ad
2024-01-23T19:51:18,560-212-9383,ad-766844,view_content
2024-02-12T14:27:52,859-167-6244,ad-149536,view_content
2024-02-08T18:04:29,127-568-2857,ad-773074,view_ad
2024-03-18T05:23:35,282-401-5236,ad-259164,click_ad
2024-03-29T07:03:15,507-366-2408,ad-239492,view_content
2024-01-15T06:47:18,195-760-6482,ad-626521,click_ad
2024-02-28T14:07:54,723-870-8997,ad-327324,view_ad
2024-04-21T22:58:39,513-721-4561,ad-755201,view_ad
2024-04-24T16:20:15,814-662-8200,ad-453858,view_content
2024-02-13T18:26:07,268-139-4536,ad-027977,view_content
2024-03-25T22:25:15,468-911-3821,ad-824679,view_content
2024-05-07T22:24:43,179-750-1761,ad-446871,sign_up
2024-02-29T02:39:38,181-711-9423,ad-386959,view_content
2024-04-24T16:20:15,814-662-8200,ad-453858,view_content
2024-05-06T04:43:00,559-711-8239,ad-341469,click_ad
2024-02-11T19:21:35,587-063-0594,ad-837792,view_content
2024-03-29T00:11:14,439-939-8420,ad-347150,view_ad
2024-01-24T23:52:51,902-061-0862,ad-143253,view_ad
2024-04-20T14:22:33,034-411-8008,ad-318967,view_content
2024-03-19T03:44:59,047-542-4661,ad-336418,view_content
2024-01-21T14:21:42,546-430-4728,ad-858918,view_ad
2024-05-04T07:13:56,200-943-5079,ad-345813,view_ad
2024-04-13T15:23:57,592-557-9428,ad-462518,click_ad
2024-04-26T11:35:08,675-367-8395,ad-397837,view_ad
2024-03-01T23:31:51,200-943-5079,ad-446080,click_ad
2024-03-11T01:43:45,802-872-6607,ad-845473,view_ad
2024-04-27T20:38:11,670-333-4240,ad-002961,sign_up
2024-03-20T05:01:11,993-719-7266,ad-808761,view_content
2024-05-05T19:44:51,478-060-6275,ad-344323,click_ad
2024-02-23T17:49:47,719-688-5046,ad-049321,sign_up
2024-03-18T09:10:18,378-211-8728,ad-558218,view_ad
2024-02-06T21:00:48,341-204-2663,ad-763069,sign_up
2024-04-21T09:35:58,680-008-8406,ad-572164,click_ad
2024-04-15T16:22:05,575-368-1406,ad-628564,view_content
2024-02-09T06:46:51,560-048-8084,ad-347984,click_ad
2024-02-16T08:27:30,700-530-9874,ad-176873,view_content
2024-01-11T09:56:00,476-197-8754,ad-084482,view_ad
2024-03-31T06:01:13,458-910-6457,ad-717368,view_ad
2024-04-12T02:40:36,675-367-8395,ad-897196,view_content
2024-01-06T22:29:00,795-391-8522,ad-358040,click_ad
2024-03-17T10:14:38,076-175-4838,ad-317925,sign_up
2024-03-18T03:03:54,920-543-0780,ad-590549,click_ad
2024-04-26T01:12:06,911-873-9561,ad-149404,view_content
2024-04-21T23:44:13,720-385-6390,ad-522937,sign_up
2024-03-05T00:36:46,559-711-8239,ad-141305,sign_up
2024-03-06T01:55:12,193-657-4525,ad-784002,sign_up
2024-01-03T19:01:58,214-500-8031,ad-109279,sign_up
2024-03-04T07:17:19,655-218-9141,ad-073949,sign_up
2024-01-26T02:04:01,225-969-4211,ad-886308,view_content
2024-02-03T11:08:43,180-062-9799,ad-578894,sign_up
2024-04-14T16:02:22,011-683-1382,ad-228332,view_content
2024-02-13T03:35:15,660-959-5685,ad-791158,view_content
2024-02-25T23:04:39,886-928-4461,ad-675246,click_ad
2024-03-31T06:01:13,458-910-6457,ad-717368,view_ad
2024-02-12T18:28:03,719-688-5046,ad-686650,sign_up
2024-01-16T15:40:02,790-447-1007,ad-095685,click_ad
2024-03-30T04:20:05,202-897-0446,ad-046785,view_ad
2024-04-25T17:43:17,615-807-4012,ad-284422,view_ad
2024-01-08T01:22:15,053-911-9862,ad-661698,sign_up
2024-03-19T06:54:07,539-296-6961,ad-504041,click_ad
2024-04-11T07:41:12,484-517-3931,ad-650344,view_ad
2024-03-20T13:08:52,090-976-5691,ad-470792,click_ad
2024-01-14T05:53:34,029-168-2236,ad-274861,click_ad
2024-02-14T14:31:27,843-947-6110,ad-999025,sign_up
2024-03-16T13:05:28,600-728-2247,ad-824198,view_ad
2024-01-31T07:18:07,747-448-6014,ad-584005,click_ad
2024-01-10T03:39:31,301-072-7257,ad-237537,click_ad
2024-02-02T00:46:13,907-132-1718,ad-379757,view_ad
2024-01-07T03:24:59,711-835-9096,ad-363962,view_ad
2024-01-06T22:29:00,795-391-8522,ad-358040,click_ad
2024-04-04T02:36:09,096-073-6143,ad-463176,view_content
2024-04-14T02:48:17,566-433-4482,ad-794609,sign_up
2024-04-10T04:35:01,250-219-2536,ad-049125,sign_up
2024-03-20T04:13:46,473-277-1058,ad-178898,view_content
2024-01-25T06:31:36,523-354-0413,ad-990368,view_content
2024-03-04T09:26:03,546-430-4728,ad-040920,click_ad
2024-03-22T09:54:23,843-935-2958,ad-850723,view_ad
2024-03-22T13:09:06,832-217-6738,ad-237954,view_ad
2024-02-05T12:48:28,898-569-8092,ad-736058,view_ad
2024-04-04T11:55:32,114-043-5267,ad-178071,view_ad
2024-01-14T17:58:44,076-175-4838,ad-773838,view_ad
2024-02-03T20:23:03,898-569-8092,ad-342248,view_ad
2024-04-27T20:38:11,670-333-4240,ad-002961,sign_up
2024-03-30T14:05:34,984-338-8637,ad-479892,sign_up
2024-03-15T20:19:56,320-726-7774,ad-502840,click_ad
2024-02-17T02:08:50,916-164-5763,ad-360927,view_content
2024-03-06T01:55:12,193-657-4525,ad-784002,sign_up
2024-04-26T11:35:08,675-367-8395,ad-397837,view_ad
